from;to;weight
n3036;n12270;3
n3036;n4655;2
n3036;n1108;2
n3036;n14774;2
n3036;n12289;3
n3036;n4591;3
n3036;n3039;29
n3036;n12565;2
n3036;n16552;3
n3036;n12560;2
n3036;n12260;2
n3036;n6524;2
n3036;n12591;2
n3036;n17254;2
n3036;n2522;2
n3036;n13479;2
n3036;n12551;2
n3036;n6578;2
n3036;n11829;2
n3036;n13491;2
n3036;n2507;2
n3036;n6030;2
n3036;n2461;2
n3036;n2456;32
n3036;n11871;2
n3036;n13486;2
n3036;n5820;2
n3036;n5986;2
n3036;n4609;3
n3036;n12722;2
n3036;n12571;2
n3036;n2530;2
n3036;n8373;2
n3036;n12699;2
n3036;n4636;4
n3036;n6012;2
n3036;n12728;2
n3036;n5811;2
n3036;n3095;2
n3036;n13968;3
n3036;n12617;2
n3036;n2513;2
n3036;n11936;2
n3036;n2455;2
n3036;n2550;2
n3036;n5832;2
n3036;n2481;2
n3036;n3061;2
n3036;n4603;3
n3036;n12561;2
n4346;n3851;4
n4346;n4268;6
n4346;n5601;3
n4346;n3227;7
n4346;n4385;13
n4346;n4262;4
n4346;n10613;3
n4346;n4332;3
n4346;n4316;10
n4346;n2721;10
n4346;n2407;18
n4346;n4287;15
n4346;n4289;4
n4346;n3881;3
n4346;n9229;6
n4346;n5754;2
n4346;n2824;3
n4346;n1303;2
n4346;n10673;2
n4346;n1380;2
n4346;n4283;6
n4346;n4260;17
n4346;n7568;2
n4346;n4869;2
n4346;n10675;2
n4346;n9142;2
n4346;n10643;3
n4346;n2014;6
n4346;n4252;3
n4346;n1548;2
n4346;n7376;4
n4346;n4301;2
n4346;n1393;7
n4346;n4275;4
n4346;n4376;2
n4346;n8140;4
n4346;n4387;7
n4346;n8518;2
n4346;n5758;2
n4346;n4312;6
n4346;n4318;2
n4346;n10611;4
n4346;n2405;11
n9432;n15677;2
n9432;n7242;2
n9432;n2843;3
n9432;n16462;2
n9432;n1284;2
n9432;n9431;2
n1675;n1988;2
n1675;n1645;4
n1675;n10046;2
n1675;n6242;2
n1675;n1932;2
n1675;n407;5
n1675;n70;2
n1675;n1952;2
n1675;n89;7
n1675;n147;2
n1675;n2359;2
n1675;n6233;2
n1675;n1731;2
n1675;n148;3
n1675;n1699;4
n1675;n155;5
n1675;n1989;2
n1675;n1723;3
n1675;n6421;2
n1675;n1975;2
n1675;n14699;2
n1675;n1604;2
n1675;n81;2
n1675;n103;2
n1675;n1553;6
n1675;n203;3
n1675;n128;3
n1675;n2273;4
n1675;n168;3
n1675;n1757;8
n1675;n162;2
n1675;n1556;2
n1675;n153;4
n1675;n11495;2
n1675;n1568;4
n1675;n1676;2
n1675;n130;4
n1675;n1878;2
n1675;n3663;2
n1675;n62;2
n1675;n1584;2
n1675;n1906;2
n1675;n1577;4
n1675;n163;6
n1675;n167;11
n1675;n13091;2
n1675;n1586;3
n1675;n1819;2
n1675;n1704;2
n1675;n1730;2
n1675;n2313;3
n1675;n1572;5
n1675;n1750;5
n1675;n1673;5
n1675;n12447;2
n1675;n1654;3
n1675;n1809;2
n1675;n1950;7
n1675;n1847;3
n1675;n2348;4
n1675;n1743;3
n1675;n7192;2
n1675;n1628;3
n1675;n1752;3
n1675;n1715;3
n1675;n1760;3
n1675;n1677;2
n1675;n1589;2
n1675;n170;5
n1675;n1605;3
n1675;n1706;2
n1675;n6340;2
n1675;n12348;3
n1675;n1581;3
n1675;n157;4
n1675;n1890;3
n1675;n204;10
n1675;n1573;6
n1675;n1804;2
n1675;n140;2
n1675;n124;3
n1675;n1664;2
n1675;n1732;4
n1675;n90;2
n1675;n1972;2
n1675;n1786;2
n1675;n1672;2
n1675;n151;3
n1675;n6224;2
n1675;n1647;3
n1675;n1960;2
n1675;n113;2
n1675;n1840;2
n1675;n1596;2
n1675;n1880;2
n1675;n127;4
n1675;n1797;3
n1675;n177;3
n1675;n1811;2
n1675;n17099;2
n1675;n1666;2
n1675;n180;2
n1675;n1551;4
n1675;n1564;4
n1675;n133;2
n1675;n6263;2
n1675;n131;6
n1675;n1734;4
n1675;n6271;2
n1675;n179;7
n1675;n1895;2
n1675;n1796;3
n1675;n1725;3
n16210;n15700;2
n16210;n16190;2
n16210;n16401;2
n16210;n17124;4
n16210;n4433;3
n16210;n16211;7
n2030;n5029;2
n2030;n8697;2
n2030;n8699;2
n772;n768;2
n8509;n4346;4
n8509;n8228;4
n8509;n4385;2
n8509;n17576;15
n8509;n1293;2
n8509;n4260;6
n8509;n4283;2
n8509;n3820;3
n8509;n10631;2
n8509;n17577;9
n8509;n4316;5
n8509;n1384;2
n8509;n8849;2
n8509;n17578;14
n8509;n1425;2
n8509;n2375;2
n8509;n3434;2
n4062;n4043;2
n4062;n3707;2
n4062;n3734;2
n4062;n3713;2
n4062;n3717;2
n4062;n8606;4
n4062;n4086;2
n4062;n4057;4
n4062;n3200;2
n4062;n3699;2
n4062;n5542;4
n4062;n5543;3
n4062;n4059;4
n4062;n3536;2
n4062;n11088;2
n4062;n5565;3
n4062;n4077;4
n4062;n4075;2
n4062;n4071;2
n4062;n4008;2
n4062;n3683;2
n4062;n3768;2
n4062;n5566;2
n4062;n5549;2
n4062;n3483;4
n4062;n14165;2
n4062;n4025;2
n4062;n4074;2
n4062;n8607;2
n4062;n5041;3
n4062;n8608;2
n4062;n5558;4
n4062;n14133;2
n4062;n7940;2
n4062;n3466;2
n4062;n5567;3
n4062;n4063;2
n4062;n4058;4
n4062;n5550;2
n4062;n3478;3
n4062;n5552;2
n4062;n4009;3
n4062;n3735;2
n4062;n4073;2
n6065;n15739;2
n6065;n5897;2
n6065;n13074;2
n6065;n2185;2
n6065;n8942;2
n6065;n9815;3
n6065;n8954;2
n6065;n11521;2
n6065;n8933;2
n6065;n5108;2
n6065;n15474;2
n6065;n13499;2
n6065;n237;2
n6065;n2144;2
n6065;n1021;2
n6065;n16531;2
n6065;n260;2
n6065;n14761;2
n6065;n8941;2
n6065;n8924;2
n14674;n8745;2
n14674;n4921;2
n11005;n2636;4
n11005;n3960;3
n11005;n2612;2
n11005;n12400;3
n11005;n2599;3
n11005;n13338;3
n11005;n3862;2
n1360;n1325;3
n1360;n1426;2
n1360;n1405;2
n1360;n1314;2
n1360;n1317;2
n1360;n1303;2
n1360;n1336;4
n14375;n16448;2
n14375;n10490;3
n14375;n4442;3
n14375;n4511;2
n14375;n15766;2
n14375;n10513;2
n4211;n2703;2
n4211;n2714;2
n4211;n4215;4
n4211;n2674;2
n4211;n2604;2
n4211;n2668;2
n4211;n14469;3
n4211;n2599;2
n4211;n2645;2
n4211;n628;2
n4211;n2635;2
n4211;n2685;2
n4211;n4224;7
n4211;n3942;2
n4211;n11527;2
n4211;n2712;2
n4211;n2626;2
n1243;n1242;2
n7492;n9276;3
n7492;n7944;3
n7492;n660;2
n7492;n7498;2
n7492;n9262;2
n7492;n728;2
n7492;n7167;2
n7492;n4477;2
n7492;n7511;2
n7492;n7496;2
n16756;n14648;2
n16756;n15075;2
n11661;n14178;2
n11661;n14208;2
n11661;n14548;2
n11661;n11656;3
n11661;n14544;2
n11661;n11666;2
n15988;n15574;2
n15988;n3399;4
n15988;n17082;2
n15988;n16612;2
n15988;n15778;2
n15988;n7211;3
n15988;n7195;3
n15988;n15570;4
n15988;n2328;2
n8008;n9629;2
n8008;n4818;4
n8008;n9610;2
n8008;n4696;2
n8008;n8017;2
n8008;n4723;2
n8008;n4706;2
n8008;n5221;3
n8008;n8012;2
n8008;n4713;2
n8008;n4732;2
n8008;n4799;2
n8008;n8016;2
n8008;n9625;2
n8008;n4808;2
n2494;n6594;2
n2494;n14506;2
n2089;n9358;2
n2089;n16147;2
n2089;n10602;2
n7312;n10772;2
n7312;n4549;2
n7312;n9614;2
n9125;n2260;3
n9125;n2225;3
n9125;n15131;2
n9125;n9689;2
n9125;n268;3
n9125;n5119;3
n9125;n5157;3
n9125;n8940;2
n9125;n13927;2
n9125;n9701;2
n9125;n13669;2
n9125;n9189;3
n9125;n2237;3
n9125;n9096;2
n9125;n8944;2
n9125;n9691;4
n9125;n15470;2
n9125;n9664;2
n9125;n14616;2
n9125;n9665;3
n9125;n5126;2
n9125;n14670;5
n9125;n9216;2
n9125;n2238;2
n9125;n9661;2
n9125;n9662;4
n9125;n2146;2
n9125;n296;2
n9125;n9649;4
n9125;n9679;2
n9125;n2246;2
n9125;n2235;2
n9125;n1261;2
n9125;n9688;2
n9125;n12390;2
n9125;n5147;3
n9125;n9685;2
n9125;n9682;5
n9125;n15133;4
n9125;n5096;2
n9125;n291;4
n9125;n15134;4
n9125;n9222;3
n9125;n14259;3
n9125;n14617;2
n9125;n2229;2
n9125;n252;2
n9125;n960;4
n9125;n2251;2
n9125;n5083;3
n9125;n5130;3
n9125;n260;2
n9125;n5117;3
n9125;n14660;2
n9125;n15481;2
n9125;n5144;4
n9125;n9666;2
n9125;n8946;2
n9125;n6633;2
n9125;n9657;6
n9125;n9658;2
n9125;n285;3
n9125;n9663;2
n9125;n5125;4
n9125;n9124;2
n9125;n9677;2
n9125;n5983;2
n9125;n9678;2
n9125;n15128;2
n9125;n9673;2
n9125;n5115;2
n9125;n9668;2
n9125;n15095;2
n17567;n5733;2
n8034;n1168;2
n8034;n13251;2
n8034;n1444;2
n8034;n9833;2
n8034;n2957;2
n8034;n5993;2
n8034;n1508;2
n8034;n8032;2
n8034;n6352;2
n8034;n6387;2
n8034;n4872;2
n8034;n6133;2
n7892;n3468;2
n7892;n3462;2
n7892;n8618;2
n7892;n3717;2
n7892;n12790;2
n7892;n536;2
n7892;n3697;2
n7892;n13991;2
n7892;n2824;2
n7892;n4938;2
n7892;n3689;2
n2947;n1235;2
n2947;n10091;2
n2947;n9890;2
n2947;n9075;2
n2947;n2935;2
n2947;n2931;5
n2947;n2934;2
n2947;n5993;2
n2947;n2986;4
n2947;n6157;7
n2947;n2945;11
n2947;n2972;2
n2947;n3012;2
n2947;n10377;2
n2947;n2937;5
n2947;n6462;2
n2947;n3886;2
n2947;n2985;2
n2947;n6506;2
n2947;n8995;2
n2947;n2963;7
n2947;n724;2
n2947;n10378;2
n2947;n4879;4
n2947;n14454;3
n2947;n6395;7
n2947;n4915;2
n2947;n392;2
n2947;n4849;3
n2947;n2962;6
n2947;n6131;2
n2947;n2929;4
n2947;n2871;2
n2947;n1252;2
n2947;n3265;2
n2947;n15099;2
n2947;n1452;3
n2947;n2953;4
n2947;n10371;2
n2947;n2069;2
n2947;n10376;2
n2947;n1192;2
n2947;n2982;2
n2947;n2828;3
n2947;n6504;2
n2947;n4224;2
n2947;n10101;3
n2947;n2957;6
n2947;n5528;2
n2947;n12409;2
n2947;n5904;2
n2947;n13878;2
n2947;n11807;2
n2947;n10097;2
n2947;n2987;5
n2947;n1213;2
n2947;n4030;2
n2947;n1275;2
n2947;n1219;2
n2947;n15362;2
n2947;n2857;3
n2947;n2933;2
n2947;n2930;4
n2947;n2940;2
n2947;n16343;3
n2947;n2949;2
n2947;n2833;2
n1728;n6329;3
n1728;n1699;2
n1728;n6249;2
n1728;n1898;2
n1728;n78;2
n1728;n1723;8
n1728;n3361;3
n1728;n1626;3
n1728;n6226;2
n1728;n1645;2
n1728;n13058;3
n1728;n89;6
n1728;n3654;2
n1728;n7193;9
n1728;n1676;2
n1728;n130;5
n1728;n6222;5
n1728;n1565;6
n1728;n163;3
n1728;n2313;2
n1728;n1572;7
n1728;n10054;4
n1728;n2331;3
n1728;n2273;3
n1728;n162;13
n1728;n2324;2
n1728;n2333;6
n1728;n1864;2
n1728;n1950;3
n1728;n3659;2
n1728;n1628;2
n1728;n166;11
n1728;n12458;2
n1728;n82;2
n1728;n106;3
n1728;n131;10
n1728;n1688;6
n1728;n6318;2
n1728;n1976;2
n1728;n164;7
n1728;n6258;5
n1728;n127;4
n17109;n10262;2
n17109;n3524;3
n17109;n3031;2
n17109;n6710;3
n17109;n4639;2
n17109;n6503;3
n17109;n6371;3
n6457;n6354;2
n6457;n2964;2
n6457;n10101;2
n6457;n2957;2
n6457;n6462;2
n6457;n2880;2
n6457;n1192;2
n6457;n2945;2
n6457;n15695;2
n8151;n6673;2
n8151;n2376;4
n8151;n6672;4
n8151;n4397;6
n8151;n1415;3
n8151;n1413;10
n8151;n1416;5
n8151;n2444;7
n8151;n6750;3
n8151;n2437;3
n8151;n6741;3
n8151;n6739;2
n8151;n2443;4
n8151;n1432;3
n8151;n2436;9
n8151;n1397;5
n8151;n6743;4
n8151;n1385;7
n8151;n8158;2
n8151;n1390;2
n8151;n2413;3
n8151;n6678;6
n8151;n8574;2
n8151;n4320;5
n8151;n2442;4
n8151;n1431;6
n8151;n8132;4
n8151;n6726;3
n8151;n8152;5
n8151;n6682;5
n8151;n2431;4
n8151;n1411;7
n8151;n16838;2
n8151;n8149;7
n8151;n8521;2
n8151;n1389;7
n8151;n2448;4
n8151;n1420;3
n8151;n6700;2
n8151;n6699;2
n8151;n2374;2
n8151;n8130;5
n8151;n1393;8
n8151;n1425;6
n8151;n6679;8
n8151;n6740;6
n8151;n6681;8
n8151;n1398;2
n8151;n1433;2
n8151;n6683;6
n8151;n6684;7
n8151;n1381;2
n8151;n8157;2
n8151;n8133;6
n8151;n2377;4
n8151;n1421;7
n8151;n6677;3
n8151;n2416;3
n8151;n1394;8
n8151;n1427;5
n8151;n8154;4
n8151;n1315;3
n8151;n8153;3
n8151;n6182;2
n8151;n2452;2
n6980;n8415;2
n6980;n9265;2
n13500;n4603;2
n13500;n12276;2
n13500;n5819;2
n13500;n13647;2
n13500;n13424;2
n13500;n5872;2
n13500;n12784;2
n13500;n5999;2
n13500;n4660;2
n13500;n13503;3
n13500;n6596;2
n13500;n4589;2
n13500;n2756;2
n3922;n2989;3
n3922;n2718;2
n3922;n2654;2
n3922;n3021;2
n3922;n2637;6
n3922;n3943;2
n3922;n3938;2
n3922;n3994;4
n3922;n2702;2
n3922;n3917;2
n3922;n2731;3
n3922;n2599;2
n3922;n3000;2
n3922;n2620;2
n3922;n2622;3
n3922;n3857;2
n3922;n2738;4
n3922;n3906;2
n3922;n3936;2
n3922;n670;2
n3922;n3954;2
n3922;n2611;2
n3922;n3028;2
n3922;n2980;2
n3922;n3912;2
n3922;n2630;2
n3922;n2688;2
n3922;n2696;2
n3922;n2643;2
n3922;n724;3
n3922;n3023;2
n3922;n2879;2
n3922;n3934;2
n3922;n2678;3
n3922;n2634;2
n3922;n800;3
n3922;n3853;3
n3922;n12408;2
n3922;n2602;4
n3922;n2832;3
n3922;n2610;2
n3922;n2653;2
n3922;n2617;3
n3922;n3923;2
n3922;n2685;3
n2121;n7738;2
n2121;n635;2
n2121;n3513;3
n2121;n725;2
n2121;n6900;2
n2121;n7693;2
n2121;n2126;2
n2121;n3186;2
n2121;n9475;2
n5977;n15517;2
n5977;n4232;2
n5977;n1518;2
n5977;n5994;2
n5977;n12180;2
n5977;n6549;2
n10928;n17361;2
n10928;n757;2
n10928;n5629;2
n10928;n5628;2
n10928;n10916;6
n10928;n10914;2
n10928;n5619;2
n10928;n10910;2
n10928;n8619;2
n10928;n10918;3
n10928;n705;2
n10928;n5038;2
n10928;n10921;2
n14378;n14854;2
n14378;n7347;2
n14378;n1283;2
n14378;n16620;2
n14378;n6156;2
n14378;n1532;3
n14378;n15172;2
n14378;n6135;3
n14378;n15369;2
n14378;n7334;2
n14378;n1503;3
n14378;n5269;2
n14378;n10309;3
n14378;n17215;2
n14378;n10452;2
n14378;n17729;2
n14378;n6391;3
n10799;n17165;2
n10799;n10826;3
n10799;n10823;2
n10799;n12073;3
n10799;n17168;2
n10799;n6454;3
n10799;n10552;5
n10799;n10786;5
n10799;n17153;2
n10799;n10795;4
n10799;n10566;2
n10799;n10792;2
n10799;n10467;6
n10799;n10818;2
n10799;n10833;2
n10799;n10519;4
n10799;n10791;4
n10799;n15459;2
n10799;n10835;7
n10799;n10836;3
n10799;n10830;2
n10799;n10788;4
n10799;n10797;6
n10799;n10793;6
n10799;n16399;2
n10799;n10827;4
n10799;n10828;4
n10799;n10808;7
n10799;n10782;5
n10799;n16393;3
n10799;n4575;2
n10799;n10809;3
n10799;n12075;4
n10799;n15963;2
n10799;n12652;2
n10799;n15966;3
n10799;n15405;3
n10799;n10549;5
n17053;n17032;2
n7456;n2949;2
n7456;n392;2
n7456;n438;2
n7456;n1532;2
n14532;n3072;2
n14532;n12555;2
n14532;n6577;2
n14532;n14780;2
n14616;n14660;2
n14616;n14670;5
n14616;n285;2
n14616;n2238;5
n14616;n2246;2
n14616;n14673;3
n14616;n5157;9
n14616;n1025;2
n14616;n12888;2
n14616;n5101;2
n14616;n260;2
n14616;n9691;3
n14616;n8304;3
n15379;n10481;2
n15379;n15417;2
n15379;n10531;2
n15379;n15398;2
n15379;n10558;2
n15379;n15381;3
n15379;n15380;2
n15379;n4509;2
n15379;n15397;2
n14898;n11789;2
n14898;n14919;4
n14898;n12513;2
n14898;n2304;3
n14898;n15030;2
n14898;n2295;7
n14898;n15029;2
n14898;n1664;4
n14898;n1756;2
n14898;n2280;2
n14898;n12355;2
n14898;n2341;7
n14898;n11490;4
n14898;n11781;8
n14898;n6323;2
n14898;n14420;2
n14898;n12500;2
n14898;n14879;8
n14898;n14880;2
n14898;n12359;5
n14898;n11508;3
n14898;n15015;2
n14898;n2270;2
n14898;n7532;2
n14898;n12512;2
n14898;n1755;2
n14898;n15016;2
n14898;n2269;17
n14898;n7537;2
n14898;n2278;2
n14898;n13620;3
n14898;n195;4
n14898;n14902;5
n14898;n12532;3
n14898;n11509;3
n14898;n12538;2
n14898;n1869;4
n14898;n2340;3
n14898;n2338;9
n14898;n14878;6
n14898;n12502;3
n14898;n1623;2
n14898;n2323;7
n14898;n12530;2
n5026;n5032;2
n5026;n14814;2
n5026;n4255;2
n5026;n490;2
n5026;n4387;2
n5026;n6711;2
n5026;n4019;3
n5026;n404;2
n5026;n3829;2
n5026;n12253;2
n5026;n3435;2
n5026;n5018;2
n3154;n3143;2
n3154;n3870;2
n3154;n3354;3
n3154;n2730;2
n3154;n691;3
n3154;n5036;2
n3154;n4011;2
n3154;n702;2
n3154;n3182;2
n3154;n3242;2
n3154;n8987;3
n3154;n664;2
n3154;n3306;3
n3154;n3308;3
n3154;n7120;2
n3154;n4007;2
n3154;n3225;2
n3154;n701;2
n3154;n9016;2
n3154;n555;3
n3154;n3186;5
n3154;n6131;3
n3154;n4196;2
n3154;n5538;3
n3154;n3918;2
n3154;n8996;2
n3154;n3295;2
n3154;n9105;2
n3154;n1067;4
n3154;n7720;3
n3154;n569;2
n3154;n3930;2
n3154;n6900;3
n3154;n6089;2
n3154;n756;2
n3154;n3292;2
n3154;n7376;2
n3154;n9098;6
n3154;n676;2
n3154;n3175;2
n3154;n1459;3
n3154;n729;2
n3154;n1451;3
n3154;n3127;2
n3154;n716;2
n3154;n3149;2
n3154;n2674;2
n3154;n3266;2
n3154;n10095;2
n3154;n3257;2
n7001;n4019;2
n7001;n7675;2
n7001;n3742;2
n7001;n3542;2
n7001;n7000;2
n2714;n3316;2
n2714;n9486;2
n2714;n2662;6
n2714;n3306;3
n2714;n3308;3
n2714;n578;3
n2714;n3342;2
n2714;n790;2
n2714;n11042;2
n2714;n2713;2
n2714;n3297;6
n2714;n11085;2
n2714;n2609;2
n2714;n434;4
n2714;n3948;3
n2714;n2653;2
n2714;n2926;3
n2714;n2634;2
n2714;n3876;2
n2714;n503;6
n2714;n2896;4
n2714;n4887;2
n2714;n3141;2
n2714;n4432;2
n2714;n558;6
n2714;n3992;2
n2714;n565;4
n2714;n1171;2
n2714;n3853;2
n2714;n15064;2
n2714;n567;2
n2714;n11074;3
n2714;n2668;4
n2714;n546;3
n2714;n4202;2
n2714;n10973;2
n2714;n2621;2
n2714;n2678;2
n2714;n11105;2
n2714;n1064;4
n2714;n3225;2
n2714;n701;5
n2714;n1495;2
n2714;n6305;2
n2714;n2709;2
n2714;n2630;2
n2714;n3858;2
n2714;n724;2
n2714;n2696;2
n2714;n3354;2
n2714;n4999;2
n2714;n388;3
n2714;n3832;2
n2714;n3307;3
n2714;n670;3
n2714;n1215;2
n2714;n2056;2
n2714;n10574;2
n2714;n3030;3
n2714;n6501;2
n2714;n2835;2
n2714;n2920;3
n2714;n3296;3
n2714;n692;2
n2714;n11467;2
n2714;n6482;3
n2714;n3290;5
n2714;n3289;2
n2714;n14265;2
n2714;n9420;2
n2714;n640;2
n2714;n9431;2
n2714;n3905;2
n2714;n659;2
n2714;n1506;2
n2714;n3284;3
n2714;n4988;2
n2714;n3282;3
n2714;n8443;2
n2714;n3875;2
n2714;n9351;2
n2714;n484;3
n2714;n2924;2
n2714;n5746;2
n2714;n385;2
n2714;n3877;2
n2714;n11094;2
n2714;n3958;5
n2714;n11458;5
n2714;n4217;2
n2714;n2636;4
n2714;n11108;2
n2714;n3939;3
n2714;n5036;2
n2714;n6499;4
n2714;n3959;4
n2714;n9324;2
n2714;n3252;5
n2714;n3182;2
n2714;n2624;3
n2714;n2664;3
n2714;n626;2
n2714;n3247;6
n2714;n3960;7
n2714;n15208;2
n2714;n2645;2
n2714;n3917;2
n2714;n3140;2
n2714;n574;8
n2714;n3242;2
n2714;n3367;2
n2714;n2731;2
n2714;n721;4
n2714;n3235;6
n2714;n3938;2
n2714;n2897;3
n2714;n9241;2
n2714;n2602;3
n2714;n4428;2
n2714;n2617;5
n2714;n3175;3
n2714;n3300;4
n2714;n12228;2
n2714;n3298;2
n2714;n2610;2
n2714;n2613;4
n2714;n3961;3
n2714;n1459;6
n2714;n5612;2
n2714;n3942;2
n2714;n2902;4
n2714;n648;2
n2714;n10935;2
n2714;n2626;2
n2714;n3287;2
n2714;n9356;2
n2714;n9098;3
n2714;n16749;3
n2714;n3285;2
n2714;n527;5
n2714;n2604;5
n2714;n6502;2
n2714;n2674;7
n2714;n2998;2
n2714;n2927;2
n2714;n7118;2
n2714;n4427;4
n2714;n2080;5
n2714;n2716;2
n2714;n3350;3
n2714;n3169;3
n2714;n545;2
n2714;n3255;2
n2714;n3253;3
n2714;n2856;4
n2714;n707;3
n2714;n6484;2
n2714;n3213;4
n2714;n2661;2
n2714;n2890;2
n2714;n3248;4
n2714;n3246;2
n2714;n723;2
n2714;n600;2
n2714;n716;5
n2714;n3721;2
n2714;n551;3
n2714;n2895;2
n2714;n8964;3
n2714;n11569;2
n2714;n7725;2
n2714;n2606;3
n2714;n2605;2
n2714;n2894;2
n2714;n3304;3
n2714;n3919;2
n2714;n695;2
n2714;n13137;3
n2714;n3295;4
n2714;n3183;2
n2714;n12233;3
n2714;n1193;4
n2714;n9105;2
n2714;n3879;2
n2714;n2666;4
n2714;n6958;3
n2714;n3029;4
n2714;n3957;4
n2714;n2623;4
n2714;n538;4
n2714;n3857;2
n2714;n2712;4
n2714;n529;2
n2714;n4196;2
n2714;n3142;4
n2714;n564;2
n2714;n660;3
n2714;n476;2
n2714;n658;2
n2714;n1182;2
n2714;n11106;2
n2714;n9138;3
n2714;n8963;2
n2714;n8992;2
n2714;n3273;2
n2714;n5696;2
n2714;n3268;5
n2714;n2599;5
n2714;n3361;2
n2714;n735;3
n2714;n7277;3
n2714;n2918;3
n2714;n2620;4
n2714;n759;4
n2714;n4060;2
n2714;n2833;2
n2714;n3260;5
n2714;n491;2
n2714;n756;4
n2714;n3256;2
n2714;n3580;2
n2714;n2893;2
n2714;n4030;2
n2714;n3021;2
n2714;n711;2
n2714;n4502;2
n2714;n6481;2
n2714;n478;2
n2714;n1275;4
n2714;n4231;2
n2714;n1067;3
n2714;n2884;2
n2714;n2919;2
n2714;n9344;2
n2714;n2642;2
n2714;n7720;2
n2714;n569;5
n2714;n4230;2
n2714;n386;2
n3048;n16228;2
n3048;n11189;3
n3048;n11944;2
n3048;n5885;2
n3048;n13708;2
n3048;n11888;2
n3048;n2772;3
n3048;n6577;2
n3048;n11186;3
n3048;n3063;2
n3048;n5898;2
n3048;n6565;2
n3048;n5897;2
n3048;n11188;3
n3048;n11184;3
n3048;n3045;2
n3048;n6586;2
n3048;n3109;2
n3048;n6010;2
n3048;n4651;2
n3048;n5817;2
n3048;n2570;2
n3048;n8371;3
n3048;n11832;2
n3048;n5878;3
n3048;n5881;2
n3048;n2741;2
n3048;n11946;2
n3048;n5829;2
n3048;n2503;2
n3048;n1480;2
n1511;n1514;2
n1511;n1279;2
n1511;n1456;2
n1511;n11427;2
n17141;n7215;4
n17141;n7232;4
n17141;n15567;3
n17141;n15575;3
n17141;n15565;2
n17141;n15570;4
n17141;n7195;3
n17141;n15988;5
n17141;n16786;4
n17141;n1993;5
n17141;n7213;2
n17141;n1556;2
n17141;n7211;3
n17141;n15664;4
n17141;n3399;4
n17141;n7214;6
n17141;n15574;3
n17141;n7154;3
n17141;n3653;4
n17141;n7212;3
n17141;n17094;3
n15629;n6643;4
n15629;n6655;2
n15629;n15635;6
n15629;n6755;2
n15629;n15631;5
n15629;n7984;2
n15629;n6845;2
n15629;n6778;6
n15629;n6815;2
n15629;n6829;2
n15629;n6908;6
n15629;n3476;3
n15629;n6910;3
n15629;n6659;2
n15629;n6844;2
n15629;n15636;3
n15629;n3720;3
n15629;n6892;2
n15629;n6644;2
n15629;n15627;2
n15629;n3703;2
n15629;n6759;2
n15629;n3707;3
n15629;n4450;3
n15629;n6894;3
n15629;n6758;8
n15629;n7942;2
n15629;n3939;2
n15629;n4453;2
n2549;n11174;2
n2549;n5701;2
n2549;n5812;2
n2549;n3089;2
n2549;n2575;2
n2549;n2455;2
n2549;n3101;2
n2549;n15804;3
n2549;n15439;2
n2549;n9801;3
n2549;n4599;3
n2549;n12298;2
n2549;n12567;2
n2549;n5832;2
n2549;n2792;2
n2549;n11218;2
n2549;n5827;2
n2549;n2516;3
n2549;n4634;2
n2549;n5861;3
n2549;n741;2
n2549;n5898;2
n2549;n12274;2
n2549;n5840;3
n2549;n2539;2
n2549;n3221;2
n2549;n1464;3
n2549;n3066;2
n2549;n11915;2
n2549;n14520;2
n2549;n8380;2
n2549;n4643;2
n2549;n8430;2
n2549;n2001;2
n2549;n2469;4
n2549;n15805;2
n2549;n12705;3
n2549;n15774;2
n2549;n12754;2
n2549;n14298;2
n2549;n5876;2
n2549;n5841;2
n2549;n6524;2
n2549;n14294;2
n2549;n16218;2
n2549;n8069;2
n2549;n8649;2
n2549;n5816;3
n2549;n4607;2
n2549;n11197;2
n2549;n6555;2
n2549;n12566;2
n2549;n5821;5
n2549;n12578;2
n2549;n2524;2
n2549;n3072;2
n2549;n11868;2
n2549;n5863;3
n2549;n2764;3
n2549;n3099;3
n2549;n11208;2
n2549;n3055;2
n2549;n8068;2
n2549;n6556;2
n2549;n3123;2
n2549;n7286;2
n2549;n15806;2
n2549;n12729;2
n2549;n3064;2
n2549;n1108;2
n2549;n223;2
n2549;n3034;3
n2549;n12732;3
n13377;n17521;2
n13377;n16979;2
n13377;n16991;2
n13377;n13373;3
n13377;n8276;3
n13377;n16101;2
n13377;n17369;2
n13377;n13376;2
n13377;n16980;2
n13377;n9641;2
n13377;n17480;2
n13377;n16986;3
n13377;n13371;2
n13377;n16973;3
n13377;n16785;2
n9118;n16667;2
n9118;n17121;3
n9118;n1017;2
n9118;n9681;2
n9118;n15893;2
n9118;n12139;2
n9118;n16776;3
n9118;n271;2
n9118;n12906;2
n9118;n8857;2
n9118;n16654;2
n9118;n9771;2
n9118;n17531;2
n1514;n10147;2
n8851;n5032;2
n8851;n10169;3
n981;n9185;2
n981;n5126;3
n981;n16513;2
n981;n975;2
n981;n5125;2
n981;n9194;2
n981;n978;2
n981;n12128;2
n981;n960;2
n981;n278;2
n981;n14610;2
n553;n9050;2
n553;n10398;2
n553;n650;2
n553;n694;2
n553;n728;2
n553;n701;3
n553;n6131;2
n553;n644;3
n553;n3342;2
n11611;n7262;2
n11611;n8109;2
