id;ActorName;movies_95_04;main_genre;genres
n2293;Silvera, Joey;103;Adult;Adult:86,Comedy:1,Documentary:2,Drama:1,NULL:12,Short:1
n1879;Schwartzenpecker, Arnold;58;Adult;Adult:44,NULL:14
n5355;Guerrero, Eddie;57;Action;Action:37,Adult:1,Animation:1,Documentary:3,NULL:13,Thriller:2
n9387;Alaskey, Joe;42;Animation;Action:1,Adventure:4,Animation:9,Comedy:8,Drama:2,Family:5,Fantasy:3,Horror:2,NULL:3,Sci-Fi:2,Short:3
n6038;Byrne, Rose;13;Thriller;Action:1,Comedy:3,Drama:2,Music:1,NULL:1,Romance:2,Thriller:3
n16800;Pieczynski, Krzysztof;15;Drama;Action:1,Comedy:1,Drama:3,Horror:1,NULL:4,Romance:2,Short:2,War:1
n1403;Itô, Miki;15;Animation;Animation:3,Comedy:1,Drama:2,Fantasy:2,Horror:1,Mystery:1,NULL:2,Romance:1,Sci-Fi:1,Short:1
n17282;Outinen, Kati;19;Drama;Crime:1,Drama:10,NULL:7,Short:1
n8854;Young, Harrison;26;Drama;Adventure:1,Animation:1,Comedy:2,Documentary:1,Drama:4,Fantasy:1,Horror:3,NULL:3,Romance:2,Sci-Fi:2,Short:1,Thriller:3,War:1,Western:1
n1802;Marcus, Mr.;435;Adult;Adult:343,Crime:1,Documentary:2,NULL:86,Short:1,Thriller:2
n6658;Girard, Rémy;30;Comedy;Comedy:9,Drama:8,Music:1,NULL:6,Romance:3,Short:1,War:2
n14386;Sumners, Rosalynn;14;Music;Documentary:1,Family:5,Music:5,NULL:3
n7249;Weston, Celia;21;Drama;Action:1,Comedy:3,Drama:6,Fantasy:1,Mystery:2,Romance:3,Short:1,Thriller:3,Western:1
n14724;"Bit, Lil&apos;";12;Adult;Adult:12
n15174;Gatiss, Mark;26;Comedy;Action:1,Comedy:7,Documentary:2,Drama:4,Horror:2,NULL:5,Short:5
n12628;Steege, Johanna ter;14;Drama;Drama:3,Family:2,NULL:4,Romance:1,Short:2,Thriller:2
n1538;Rahal, Bashar;14;Drama;Action:3,Comedy:1,Drama:3,NULL:4,Sci-Fi:2,Short:1
n6068;Nadolny, Stephanie;19;Adventure;Action:2,Adventure:6,Animation:1,Comedy:1,Fantasy:2,Mystery:1,NULL:2,Romance:1,Sci-Fi:3
n6365;Wall, Kim (II);10;Comedy;Comedy:5,Drama:1,NULL:3,Short:1
n9775;Roberts, Ken (I);16;Drama;Action:1,Adventure:1,Animation:1,Drama:6,NULL:1,Romance:1,Sci-Fi:2,Thriller:3
n4236;Aniston, Jennifer;38;Drama;Comedy:2,Documentary:9,Drama:7,Family:4,Music:1,NULL:6,Romance:3,Sci-Fi:1,Short:3,Thriller:2
n16916;Garcia, Aimee;10;Drama;Comedy:2,Drama:3,Family:2,Fantasy:1,NULL:1,Romance:1
n12828;Craven, Wes;22;Horror;Comedy:1,Documentary:7,Horror:6,NULL:3,Short:3,Thriller:2
n10350;Cartlidge, Katrin;15;Romance;Documentary:3,Drama:2,Fantasy:1,Music:1,Mystery:1,NULL:2,Romance:2,Short:1,Thriller:2
n8581;Bhaneja, Raoul;18;Comedy;Adventure:1,Comedy:4,Crime:1,Drama:3,Family:1,Mystery:2,NULL:1,Romance:1,Short:1,Thriller:3
n16287;Pires, Paulo (I);13;Drama;Comedy:1,Drama:4,NULL:8
n16721;Knopf, Sascha;14;Thriller;Comedy:1,Documentary:1,Drama:2,NULL:5,Romance:2,Short:1,Thriller:2
n7452;Seth, Roshan;19;Romance;Comedy:1,Documentary:1,Drama:4,Fantasy:1,NULL:5,Romance:4,Short:1,Thriller:2
n8692;Lauria, Dan;31;Drama;Action:1,Comedy:1,Crime:2,Documentary:1,Drama:12,Horror:1,Mystery:1,NULL:5,Romance:1,Sci-Fi:1,Short:2,Thriller:3
n15173;Graham, Julie (I);11;Drama;Comedy:1,Drama:7,Romance:2,Thriller:1
n15234;Ibarra, Simon;10;Drama;Drama:8,NULL:1,Romance:1
n17007;Grant, Carson;12;Drama;Comedy:2,Drama:3,Horror:1,NULL:1,Romance:1,Sci-Fi:1,Short:3
n11313;Suarez, Jeremy;10;Comedy;Comedy:3,Drama:1,Family:1,Fantasy:1,NULL:1,Romance:1,Sci-Fi:1,Thriller:1
n4331;Moseley, Mark;15;Animation;Action:2,Adventure:1,Animation:4,Comedy:1,Family:1,Fantasy:2,Music:1,Musical:1,NULL:1,Short:1
n15418;Hrusínský, Jan;12;Comedy;Comedy:3,Crime:1,Drama:2,Fantasy:1,Horror:1,NULL:4
n15686;Scholten van Aschat, Gijs;19;Drama;Adventure:1,Comedy:1,Drama:6,Family:2,NULL:4,Short:2,Thriller:2,War:1
n14380;Lawson, Shannon;23;Drama;Action:1,Adventure:1,Comedy:2,Drama:10,NULL:1,Romance:2,Short:4,Thriller:2
n6891;Barkoff, Victoria;13;Drama;Comedy:2,Drama:5,Horror:1,Mystery:1,NULL:1,Thriller:1,War:2
n1764;Lainey;30;Adult;Adult:25,NULL:5
n12770;Brandt, Matthias;11;Drama;Comedy:3,Crime:3,Drama:4,Thriller:1
n168;Chloe (I);156;Adult;Adult:116,Comedy:3,Crime:1,Documentary:7,Drama:2,Music:1,NULL:22,Romance:2,Sci-Fi:1,Thriller:1
n12007;Monroe, Kitty;58;Adult;Adult:33,Comedy:2,Documentary:1,Drama:1,NULL:20,Romance:1
n740;Nealon, Kevin;42;Comedy;Action:1,Comedy:24,Documentary:2,Drama:2,Family:2,Horror:1,Music:2,Musical:1,NULL:4,Romance:1,Short:2
n4673;Zorrilla, China;17;Romance;Comedy:2,Drama:6,NULL:2,Romance:7
n8579;Burdon, Catherine;10;Drama;Action:1,Comedy:1,Crime:1,Drama:2,Family:1,NULL:1,Romance:1,Sci-Fi:1,Thriller:1
n7636;Medina, Pen;18;Drama;Adventure:1,Comedy:1,Documentary:1,Drama:11,NULL:2,Romance:2
n4822;Estévez, Inés;13;Drama;Drama:9,NULL:2,Short:1,Thriller:1
n15971;Bernal, Rosenda;14;Action;Action:11,Comedy:1,Drama:1,Romance:1
n10316;Deakin, Julia;10;Drama;Comedy:2,Documentary:1,Drama:5,Horror:1,Short:1
n10373;Richards, Michael (I);14;Comedy;Comedy:5,Documentary:3,Drama:2,Music:1,NULL:1,Short:2
n8213;Shibahara, Chiyako;10;Animation;Action:2,Animation:3,Comedy:1,Drama:1,Fantasy:2,Sci-Fi:1
n5511;Laughlin, Tom (IV);28;Action;Action:14,Documentary:2,NULL:10,Thriller:2
n8002;Stella, Rubén;18;Drama;Comedy:2,Documentary:1,Drama:5,Fantasy:1,Mystery:1,NULL:2,Romance:3,Thriller:3
n7573;Nunes, Paulino;15;Drama;Action:1,Comedy:2,Drama:7,Mystery:1,NULL:2,Thriller:2
n4852;Ford Davies, Oliver;18;Drama;Action:2,Comedy:1,Documentary:2,Drama:4,Family:1,Fantasy:1,NULL:1,Romance:3,Sci-Fi:1,Thriller:2
n13045;Elena (I);29;Adult;Adult:24,NULL:5
n2403;Mizuhashi, Kaori;11;Animation;Action:2,Animation:4,Fantasy:1,Romance:2,Sci-Fi:2
n15778;Guy, Sebastien;12;Romance;Action:1,Adult:1,Drama:3,NULL:2,Romance:4,Short:1
n17256;Korpela, Tommi;25;Drama;Comedy:6,Crime:2,Documentary:1,Drama:6,Family:1,NULL:7,Short:1,Thriller:1
n4534;Sbaraglia, Leonardo;22;Drama;Comedy:2,Documentary:1,Drama:8,Family:3,Fantasy:1,NULL:3,Romance:1,Thriller:3
n3543;Robinson, Kenny;12;Drama;Comedy:2,Drama:4,Fantasy:1,NULL:1,Romance:2,Sci-Fi:1,Thriller:1
n7451;Nagra, Parminder;12;Drama;Adventure:1,Documentary:1,Drama:4,NULL:3,Romance:1,Short:1,Thriller:1
n9668;Kaas, Patricia;11;Music;Comedy:1,Documentary:6,Drama:1,Family:1,Music:2
n15091;Grossi, Murilo;12;Drama;Comedy:1,Drama:3,NULL:1,Romance:1,Short:4,War:2
n4017;Williams, Cress;13;Drama;Comedy:1,Drama:6,Mystery:1,NULL:1,Romance:3,Short:1
n1180;Varela, Leonor (I);21;Drama;Animation:1,Comedy:4,Crime:1,Documentary:1,Drama:5,Family:2,Horror:1,NULL:3,Romance:1,Thriller:1,War:1
n2668;Bono;46;Music;Comedy:1,Documentary:12,Music:26,Mystery:1,NULL:3,Short:3
n515;Bron, Eleanor;10;Drama;Comedy:1,Drama:2,Fantasy:2,Mystery:1,NULL:1,Romance:2,Sci-Fi:1
n578;Barrymore, Drew;52;Drama;Adventure:1,Comedy:6,Documentary:15,Drama:7,Family:3,Music:4,Mystery:1,NULL:1,Romance:4,Short:8,Thriller:2
n8522;Okano, Kôsuke;12;Animation;Animation:4,Comedy:4,Family:1,Romance:1,Sci-Fi:2
n11702;Pitanga, Antonio;11;Drama;Comedy:1,Documentary:1,Drama:4,Music:1,Musical:1,NULL:1,Romance:2
n10565;Moreno, José Elías (II);11;Romance;Drama:2,Family:1,Mystery:1,NULL:2,Romance:4,Thriller:1
n8949;Melennec, Patrice;11;Comedy;Comedy:5,Drama:1,NULL:3,Romance:1,Short:1
n7346;Thomas, Bill (III);14;Drama;Comedy:3,Drama:5,NULL:3,Romance:2,War:1
n9214;Carrière, Alexandre;16;Drama;Comedy:2,Drama:5,NULL:3,Romance:2,Short:4
n5225;Uribelarrea, Pía;13;Romance;Comedy:1,Drama:3,Musical:1,NULL:2,Romance:4,Thriller:2
n11016;Mundi, Coati;13;Drama;Documentary:1,Drama:7,Horror:1,NULL:1,Romance:1,Sci-Fi:1,Thriller:1
n16348;Aravindan, Mala;13;Drama;Drama:6,Musical:2,NULL:2,Romance:2,Thriller:1
n8074;Leroy-Beaulieu, Philippine;21;Drama;Comedy:5,Drama:5,NULL:7,Romance:2,Short:2
n14452;Head, Anthony;22;Comedy;Comedy:4,Documentary:2,Drama:3,Family:2,Horror:1,Music:2,Mystery:2,NULL:3,Romance:1,Sci-Fi:1,Short:1
n7879;Camroux, Ken;27;Drama;Action:1,Comedy:1,Crime:2,Drama:7,Horror:2,Mystery:1,NULL:2,Romance:1,Sci-Fi:2,Thriller:7,Western:1
n17389;Black, Laura (IV);11;Adult;Adult:11
n15214;Placido, Violante;14;Drama;Comedy:2,Crime:1,Drama:5,NULL:4,Romance:1,Thriller:1
n11885;Mantscheff, Heta;13;Crime;Comedy:1,Crime:4,Drama:3,Family:2,Thriller:3
n14228;Jacott, Carlos;19;Comedy;Comedy:10,Drama:3,Horror:1,Romance:4,Thriller:1
n6183;Sakakibara, Yoshiko;13;Animation;Animation:3,Comedy:1,Crime:1,Fantasy:2,Horror:1,NULL:3,Sci-Fi:2
n9963;Kind, Richard;28;Comedy;Adventure:2,Comedy:6,Documentary:3,Drama:3,Family:3,Music:1,NULL:5,Romance:4,Short:1
n17875;Haley, Sarah Lee-Ann;11;Adult;Adult:3,NULL:8
n9060;Lee, Ang;11;Family;Documentary:5,Family:1,NULL:2,Short:3
n5410;Jacobs, Glen;57;Action;Action:33,Adult:2,Horror:1,NULL:19,Thriller:2
n7622;Svendsen, Signe;11;Music;Documentary:4,Music:3,NULL:4
n9132;Cowl, Darry;17;Comedy;Adventure:1,Comedy:10,Documentary:1,Drama:1,NULL:2,Short:2
n5366;Copeland, Adam (I);59;Action;Action:34,Adult:2,Documentary:5,NULL:16,Thriller:2
n7430;Papaleo, Rocco;19;Comedy;Comedy:10,Drama:2,NULL:4,Short:2,War:1
n13346;Van Patten, Dick;26;Comedy;Action:1,Comedy:5,Documentary:6,Drama:1,Family:4,Music:1,NULL:1,Sci-Fi:1,Short:2,Thriller:4
n1154;Blethyn, Brenda;31;Drama;Adult:1,Animation:1,Comedy:3,Documentary:5,Drama:9,Family:3,Fantasy:1,Music:1,NULL:1,Romance:4,Short:1,War:1
n15181;Pearson, Fred;13;Drama;Crime:1,Documentary:1,Drama:9,NULL:1,Romance:1
n3991;London, Jeremy;15;Drama;Adventure:1,Comedy:2,Documentary:1,Drama:4,Family:1,NULL:3,Thriller:1,War:1,Western:1
n10802;del Valle, Hugo;12;Action;Action:3,Comedy:2,Drama:2,NULL:2,Short:1,Thriller:2
n13110;Valverde, Fernando;20;Family;Adventure:1,Comedy:7,Drama:1,Family:10,Thriller:1
n4141;Ng, Richard;12;Romance;Adventure:1,Crime:1,Drama:2,NULL:4,Romance:3,Short:1
n10751;Argento, Dario;13;Horror;Documentary:6,Drama:1,Horror:3,Short:3
n185;Rossi, Sheila (II);16;Adult;Adult:11,NULL:5
n10725;Haft, Linal;12;Drama;Comedy:3,Drama:6,Romance:1,Sci-Fi:1,Short:1
n16321;Celinska, Stanislawa;17;Drama;Comedy:3,Crime:1,Drama:6,Family:1,NULL:5,Thriller:1
n6358;Potts, Sarah-Jane;13;Drama;Drama:6,Mystery:1,NULL:2,Romance:1,Short:2,Thriller:1
n16751;Papavs, Vicki;10;Drama;Crime:1,Drama:3,NULL:3,Sci-Fi:1,Thriller:2
n7770;Wolande, Gene;11;Drama;Drama:3,NULL:1,Romance:1,Sci-Fi:1,Short:2,Thriller:3
n16918;Schroeder, Jochen;10;Comedy;Action:1,Comedy:2,Crime:1,Drama:1,Family:1,NULL:3,Thriller:1
n8253;Peterson, Eric (I);21;Drama;Adventure:1,Animation:2,Comedy:2,Drama:11,Music:1,Mystery:1,NULL:2,Thriller:1
n2312;Oscar, Wilde;50;Adult;Adult:41,Documentary:2,NULL:7
n852;Coleman, Mike;14;Comedy;Action:1,Animation:2,Comedy:4,Family:2,Sci-Fi:2,Short:1,Thriller:1,War:1
n7172;Rhey, Ashlie;17;Drama;Action:1,Adventure:1,Comedy:2,Documentary:1,Drama:3,Horror:1,NULL:5,Romance:1,Thriller:2
n10632;Sheppard, William Morgan;30;Animation;Adventure:2,Animation:5,Comedy:2,Crime:1,Documentary:1,Family:1,Fantasy:1,Horror:2,Musical:1,Mystery:2,NULL:2,Romance:2,Sci-Fi:4,Thriller:2,War:2
n14084;Richards, J. August;12;Comedy;Comedy:2,Documentary:5,Family:1,Music:2,Thriller:2
n3500;Aiello, Danny;23;Drama;Comedy:4,Crime:1,Documentary:2,Drama:10,Music:1,Romance:4,Short:1
n7896;Ferguson, Matthew (I);15;Drama;Adventure:1,Comedy:3,Drama:4,NULL:1,Romance:1,Sci-Fi:1,Short:1,Thriller:2,War:1
n85;Faith, Angela;15;Adult;Adult:11,NULL:4
n6402;Austin, Steve (III);31;Adult;Adult:22,Documentary:1,Musical:1,NULL:7
n9673;Bedos, Guy;11;Comedy;Comedy:2,Documentary:3,Music:1,NULL:5
n8312;Averlant, Eric;10;Comedy;Comedy:2,Drama:2,Fantasy:1,Horror:1,NULL:1,Romance:2,Thriller:1
n16784;Whites, Zara;12;Adult;Adult:6,NULL:4,Short:1,Thriller:1
n563;Pastore, Vincent;49;Drama;Action:2,Comedy:7,Crime:3,Documentary:2,Drama:16,Family:1,Fantasy:2,Horror:1,Music:1,Mystery:1,NULL:6,Romance:5,Thriller:2
n14628;Maly, Xavier;10;Drama;Comedy:2,Drama:2,Family:1,NULL:3,Romance:1,War:1
n1804;Surewood, Brian;244;Adult;Adult:190,Comedy:2,Fantasy:1,Horror:1,NULL:49,Short:1
n2017;Clarke, Melinda;12;Drama;Action:1,Adventure:1,Documentary:1,Drama:2,Horror:2,Sci-Fi:2,Short:1,Thriller:2
n17894;Khabensky, Konstantin;13;Drama;Comedy:2,Crime:1,Documentary:1,Drama:3,Mystery:1,Romance:2,Thriller:2,War:1
n8115;Bradford, Richard (I);13;Drama;Comedy:1,Drama:7,Mystery:1,NULL:1,Romance:1,Thriller:2
n10042;Donovan, Amee;20;Adult;Adult:19,NULL:1
n1770;Adams, Sunrise;70;Adult;Action:1,Adult:52,Documentary:2,Drama:1,NULL:13,Romance:1
n11425;Marsac, Laure;15;Drama;Crime:1,Drama:6,Mystery:1,NULL:5,Short:2
n2392;Patton, Chris;35;Sci-Fi;Action:3,Adventure:1,Animation:6,Comedy:3,Drama:1,Family:1,Fantasy:2,Horror:1,Mystery:2,Sci-Fi:14,Short:1
n10909;Jackson, Andrew (II);33;Drama;Action:5,Animation:1,Comedy:1,Crime:1,Drama:8,Fantasy:1,Horror:1,NULL:3,Sci-Fi:5,Short:2,Thriller:5
n7390;Reyes, Judy (II);13;Drama;Action:1,Comedy:2,Drama:4,Family:1,NULL:1,Romance:1,Thriller:3
n8804;Fitzpatrick, Leo;15;Drama;Action:1,Comedy:1,Crime:1,Documentary:2,Drama:3,Fantasy:1,NULL:1,Romance:1,Sci-Fi:1,Short:1,Thriller:2
n14525;Pissecker, Wolfgang;11;Comedy;Comedy:3,Crime:3,Drama:1,NULL:2,Romance:2
n6480;McEntire, Reba;18;Music;Comedy:1,Crime:1,Documentary:4,Drama:1,Music:9,NULL:1,Western:1
n13866;Link, John;13;Comedy;Adventure:1,Comedy:5,Documentary:2,Fantasy:1,Horror:3,Romance:1
n14496;Moore, Frank (I);22;Drama;Comedy:1,Drama:13,Family:1,Horror:2,NULL:1,Sci-Fi:1,Thriller:3
n7672;Alajar, Gina;20;Drama;Comedy:2,Drama:12,Family:1,Horror:2,NULL:3
n583;Kasper, Gary;12;Sci-Fi;Action:1,Adventure:1,Comedy:1,Drama:1,Fantasy:1,Horror:1,NULL:2,Sci-Fi:2,Thriller:2
n3808;Disher, Catherine;19;Sci-Fi;Action:1,Animation:1,Comedy:2,Drama:2,Family:2,Fantasy:3,NULL:2,Romance:1,Sci-Fi:3,Thriller:2
n9242;Schickel, Richard;21;;Documentary:9,NULL:1,Short:11
n8814;Serna, Pepe;13;Thriller;Action:1,Animation:1,Drama:1,NULL:3,Romance:2,Short:1,Thriller:4
n12589;Müller, Richy;30;Drama;Comedy:3,Crime:3,Drama:9,NULL:4,Romance:3,Short:2,Thriller:5,War:1
n8212;Iwao, Junko;19;Animation;Adventure:1,Animation:5,Comedy:2,Fantasy:3,Horror:1,Mystery:1,NULL:1,Romance:2,Sci-Fi:2,War:1
n16146;Facinelli, Peter;15;Drama;Adventure:1,Comedy:1,Crime:1,Documentary:1,Drama:8,Romance:3
n1828;Hollywood, Holly;90;Adult;Action:1,Adult:62,Comedy:2,Drama:1,Horror:1,NULL:19,Romance:1,Sci-Fi:1,Thriller:2
n7049;Christensen, Hayden;18;Drama;Action:2,Comedy:2,Documentary:5,Drama:4,Family:1,Mystery:2,Sci-Fi:1,Thriller:1
n13050;St. James, Christina;17;Adult;Adult:15,NULL:2
n6021;Schenke, Tobias;31;Drama;Comedy:4,Crime:4,Drama:7,NULL:4,Romance:4,Short:2,Thriller:6
n10228;Ramos, Santiago;30;Drama;Comedy:3,Drama:8,Family:4,NULL:4,Romance:5,Sci-Fi:1,Short:3,Thriller:2
n2581;Roth, Wolf;19;Crime;Comedy:1,Crime:4,Drama:2,Family:1,NULL:7,Romance:2,Thriller:1,War:1
n3939;Fierstein, Harvey;30;Comedy;Adventure:2,Comedy:5,Documentary:6,Drama:2,Family:4,Horror:1,Music:4,Musical:1,NULL:1,Sci-Fi:1,Short:2,Thriller:1
n191;Jane, Mary (I);27;Adult;Adult:24,NULL:3
n7495;Kennedy, Robert F.;30;Music;Documentary:21,Drama:2,Family:1,Music:3,NULL:3
n13072;Pantera (I);17;Adult;Adult:15,NULL:2
n14448;De Rossi, Massimo (I);11;Drama;Drama:6,Family:1,NULL:2,Thriller:2
n14858;Gorski, Tamara;10;Sci-Fi;Drama:2,Horror:1,NULL:2,Romance:1,Sci-Fi:2,Thriller:1,War:1
n6781;Cliche, Karen;16;Thriller;Action:2,Adventure:3,Comedy:2,Crime:1,Fantasy:2,Mystery:1,Sci-Fi:2,Thriller:3
n5825;Heise, Reiner;25;Crime;Action:1,Crime:8,Documentary:1,Drama:5,Family:1,Fantasy:2,NULL:5,Romance:2
n10873;Callow, Simon;37;Drama;Animation:3,Comedy:3,Documentary:3,Drama:10,Family:2,Music:1,Mystery:3,NULL:5,Romance:4,Short:2,Thriller:1
n958;Mazet, Patrick;10;Comedy;Comedy:3,Crime:1,Drama:2,NULL:3,Short:1
n14251;Jeanne, Lucie;13;Drama;Crime:1,Drama:2,NULL:6,Romance:2,Short:2
n10464;Sáez, Héctor;13;Romance;Action:1,Drama:3,NULL:5,Romance:4
n12427;Night, Madelyn;17;Adult;Adult:16,Drama:1
n4908;Knight, Rosalind;11;Drama;Comedy:2,Documentary:3,Drama:3,Fantasy:1,Romance:1,Western:1
n10848;Mills, John (I);17;Music;Comedy:1,Documentary:9,Drama:1,Fantasy:1,Music:2,NULL:2,Thriller:1
n1228;Jackson, Michael (I);53;Music;Animation:1,Comedy:2,Documentary:20,Fantasy:1,Music:20,NULL:5,Sci-Fi:3,Short:1
n9562;Soler Leal, Amparo;12;Comedy;Comedy:4,Drama:1,Family:4,NULL:3
n1935;Conners, Cole;21;Adult;Adult:8,NULL:13
n16550;Lindner, Marianne;11;Drama;Comedy:2,Drama:3,NULL:5,Sci-Fi:1
n13493;Puppe, Ole;16;Crime;Comedy:1,Crime:7,Drama:1,Fantasy:1,NULL:4,Short:2
n17411;Fukaura, Kanako;10;Drama;Drama:4,Fantasy:1,NULL:1,Romance:3,War:1
n13424;Kayacik, Aykut;22;Crime;Action:1,Comedy:3,Crime:9,Drama:3,NULL:2,Romance:3,Thriller:1
n11715;Lemmertz, Júlia;21;Drama;Drama:11,Horror:1,NULL:6,Romance:3
n17854;Tork, Hanan;13;Romance;Comedy:3,Drama:2,NULL:5,Romance:3
n13635;Zelic, Mattias;10;Comedy;Comedy:3,Crime:1,Drama:2,NULL:1,Romance:2,Thriller:1
n14633;Lavant, Denis;12;Drama;Comedy:1,Drama:4,NULL:3,Romance:1,Short:1,Thriller:1,War:1
n77;Romee, Justine;84;Adult;Adult:64,Drama:1,Fantasy:1,NULL:18
n12613;Fintzi, Samuel;19;Drama;Comedy:4,Crime:3,Drama:5,NULL:3,Sci-Fi:1,Thriller:3
n11923;Schenk, Otto;11;Comedy;Comedy:4,Drama:2,NULL:4,Romance:1
n6618;Messier, Marc;13;Drama;Comedy:4,Crime:1,Documentary:1,Drama:5,Mystery:1,NULL:1
n15294;Lázár, Kati;17;Drama;Comedy:4,Drama:7,Musical:2,NULL:4
n11145;Hardy, Jonathan;10;Comedy;Comedy:3,Documentary:1,Drama:1,NULL:2,Romance:1,Sci-Fi:2
n8655;Lala, Joe;14;Drama;Animation:1,Comedy:2,Drama:3,Family:1,NULL:2,Romance:1,Sci-Fi:1,Short:1,Thriller:1,War:1
n5672;Brooks, Conrad;35;Horror;Action:4,Comedy:4,Documentary:2,Drama:1,Horror:7,NULL:8,Sci-Fi:5,Short:1,Thriller:2,War:1
n737;Shore, Pauly;24;Comedy;Comedy:7,Documentary:6,Drama:3,Family:1,Fantasy:2,NULL:2,Romance:2,Short:1
n14922;Caroline (I);21;Adult;Adult:12,Comedy:1,NULL:8
n6672;Seth, Joshua;27;Sci-Fi;Action:3,Adventure:1,Animation:3,Comedy:1,Drama:1,Family:1,Fantasy:4,Horror:1,NULL:1,Romance:2,Sci-Fi:8,Thriller:1
n2629;Ludacris;29;Music;Action:1,Comedy:2,Crime:1,Documentary:8,Drama:1,Music:12,NULL:4
n14031;Friberg, Ulf;13;Drama;Comedy:2,Crime:2,Drama:5,NULL:2,Romance:2
n8378;Harloff, Marek;27;Drama;Crime:6,Drama:7,NULL:4,Romance:2,Sci-Fi:1,Short:2,Thriller:5
n1014;Tautou, Audrey;23;Drama;Adventure:1,Comedy:3,Documentary:1,Drama:4,NULL:5,Romance:3,Short:3,Thriller:2,War:1
n12107;Orozco, Regina;11;Drama;Comedy:2,Documentary:1,Drama:3,Fantasy:1,Romance:1,Short:2,Thriller:1
n14869;Nayar, Nisha K.;10;Drama;Comedy:1,Drama:6,NULL:1,Romance:1,Short:1
n1698;Brat, Benjamin;102;Adult;Adult:74,Adventure:1,NULL:26,Short:1
n12314;Veronika (IV);10;Adult;Adult:6,NULL:4
n1781;Rose, Sativa;55;Adult;Adult:20,Comedy:1,NULL:34
n10130;Hurst, Lillian;13;Drama;Comedy:2,Crime:1,Documentary:1,Drama:3,Family:1,Horror:1,NULL:2,Thriller:2
n1388;Ôtomo, Ryûzaburô;22;Animation;Action:3,Adventure:1,Animation:5,Comedy:1,Drama:1,Family:1,Fantasy:2,Horror:1,NULL:1,Sci-Fi:4,Short:1,Thriller:1
n13371;Yamamoto, Taro;17;Drama;Action:1,Comedy:1,Drama:5,Fantasy:1,Horror:1,NULL:3,Romance:3,Sci-Fi:1,War:1
n11486;Whyte, Allison;27;Adult;Adult:24,NULL:3
n10629;Curtis, Cliff;18;Drama;Crime:2,Documentary:3,Drama:4,Family:1,Romance:2,Sci-Fi:1,Short:3,Thriller:2
n1400;Horikawa, Ryô;14;Animation;Action:1,Adventure:1,Animation:3,Comedy:3,Fantasy:2,Mystery:1,NULL:1,Sci-Fi:2
n983;Berman, Marc;27;Drama;Comedy:3,Drama:4,NULL:12,Romance:2,Sci-Fi:1,Short:3,Thriller:2
n741;Carrere, Tia;29;Comedy;Action:1,Adventure:3,Animation:2,Comedy:5,Drama:2,Family:2,Horror:1,NULL:4,Romance:2,Sci-Fi:2,Short:1,Thriller:4
n17480;Hakuryu;14;Crime;Action:1,Comedy:1,Crime:2,Drama:1,NULL:8,Thriller:1
n1903;Promise (II);26;Adult;Adult:21,NULL:4,Short:1
n12708;Leonhard, Sandra;19;Comedy;Action:1,Comedy:6,Crime:2,Drama:1,Horror:2,Mystery:1,Romance:2,Thriller:4
n5785;Doré, Edna;12;Drama;Comedy:2,Documentary:1,Drama:6,NULL:2,Short:1
n13109;Gómez, Carmelo;24;Family;Comedy:2,Documentary:1,Drama:5,Family:6,Horror:1,Mystery:1,NULL:4,Romance:1,Short:1,Thriller:1,War:1
n5092;Sebbah, Denis;11;Drama;Comedy:3,Drama:4,NULL:1,Sci-Fi:1,Short:1,Thriller:1
n14424;Prinsesse Alexandra;24;Music;Comedy:2,Documentary:15,Music:2,NULL:4,Short:1
n16456;Bullmore, Amelia;11;Comedy;Comedy:3,Crime:1,Drama:1,Horror:1,Romance:1,Short:4
n11304;Chong, Rae Dawn;16;Drama;Comedy:2,Crime:1,Drama:4,NULL:2,Sci-Fi:3,Short:1,Thriller:3
n11451;Lynch, Jane;14;Comedy;Animation:1,Comedy:6,Drama:2,Music:1,Sci-Fi:1,Short:3
n5981;Semmler, Pierre;15;Thriller;Comedy:1,Crime:2,Drama:2,NULL:5,Sci-Fi:1,Thriller:3,Western:1
n9145;Lio;14;Comedy;Comedy:2,Documentary:2,Drama:1,Fantasy:1,Musical:1,NULL:4,Romance:1,Short:2
n6619;Hoziel, Eric;16;Drama;Adventure:1,Crime:3,Drama:4,Family:1,Music:1,NULL:1,Romance:1,Sci-Fi:2,Thriller:2
n2274;Sands, Lana;68;Adult;Adult:56,Documentary:1,Fantasy:1,NULL:10
n3655;Sommers, Fallon;61;Adult;Adult:54,NULL:7
n10804;Martínez, Arturo (II);11;Comedy;Action:3,Comedy:7,Crime:1
n16811;Senger, Frank;10;Crime;Crime:2,Drama:1,NULL:3,Romance:1,Sci-Fi:1,Thriller:2
n15500;Cheung, Nick;23;Comedy;Action:2,Comedy:7,Drama:1,Horror:1,NULL:6,Romance:2,Sci-Fi:1,Thriller:3
n8930;Chicot, Etienne;14;Drama;Comedy:3,Drama:5,Mystery:1,NULL:2,Short:3
n15967;Delgado, Carmen (II);13;Romance;Comedy:1,Drama:1,NULL:7,Romance:3,Thriller:1
n970;Vitali, Élisabeth;25;Drama;Comedy:3,Drama:6,NULL:12,Romance:1,Short:3
n11565;Mondy, Bill;14;Thriller;Action:1,Comedy:1,Drama:4,NULL:2,Thriller:6
n3792;Spybey, Dina;14;Drama;Comedy:3,Crime:1,Drama:5,Music:1,Romance:3,Thriller:1
